#36864
#36864
#36864
#0
#0
   Index      Gx      Gy      Gz
   17467     921  -18611   26952
   17468   12233   25620   16359
   17469   11578   -4758   30281
   17470    7284   27131   16866
   17471   -7117   31726   -4057
   17472   32345   -4351   -2916
   17473  -32363    5072     759
   17474   -3391   27521  -17457
   17475   31460    8261   -3952
   17476     694  -23012  -23315
   17477     922   32718    1532
   17478   26564  -18117   -6304
   17479  -14475    3678  -29165
   17480   -5492  -31055   -8891
   17481   18215    7058  -26306
   17482   31876    2366    7206
   17483  -22109   16008  -18126
   17484   32322    -989    5286
   17485   28316  -12184  -11107
   17486   -4612  -28132   16153
   17487   25231   -9820   18454
   17488   -3650   20913  -24959
   17489  -25592   19955   -4522
   17490    1666   23037  -23242
   17491    3208  -19353  -26245
   17492   29845   13495     896
   17493  -25440     685  -20639
   17494   24942   15283   14763
   17495   -9118   -8732  -30236
   17496  -10133   22760  -21282
   17497   19657   12855   22847
   17498   21497  -12003   21620
   17499   17019   20189  -19400
   17500   32753    -440    -817
   17501   18387  -27021    2322
   17502   -9952  -24008  -19954
   17503   16693   -7632   27143
   17504  -26548  -12890  -14235
   17505   -3366   13733   29559
   17506  -23854  -18988   12003
   17507  -30896    7703    7727
   17508    2704   32498    3193
   17509   13176  -23837   18215
   17510   -5190   27221  -17484
   17511   14789  -14952  -25127
   17512   24581   19421   -9605
   17513   11306   16043  -26238
   17514   -5809  -31288   -7809
   17515    8979    3435   31324
   17516   31663    3893    7478
   17517  -14073   29169    4975
   17518  -13664  -29598   -3295
   17519   15202  -28808   -3553
   17520   11463   30091   -6065
   17521   17214   -9748   26120
   17522  -32191   -2705   -5482
   17523  -18082  -24643   11806
   17524   -4511   11336  -30410
   17525  -24332   -6041  -21097
   17526   17785   -7008  -26612
   17527    -761  -21674  -24562
   17528   19412   16738  -20411
   17529    6551  -32025   -2264
   17530   16532  -18375  -21510
   17531  -32717    1166    1379
   17532   17066  -25504   11487
   17533    7077   20956   24174
   17534  -23860   14861   16838
   17535   -7805   -2393   31733
   17536  -27005    2698  -18360
   17537   15252  -19539  -21429
   17538  -16142   -6755   27703
   17539   11758  -15871   26143
   17540  -29438   11927   -8047
   17541  -13065   18375  -23775
   17542  -18494   13490  -23444
   17543   -2342    4837  -32323
   17544    8073   24520   20179
   17545  -22528   10632   21285
   17546   13585  -12231   27193
   17547  -25397  -18182   -9899
   17548    8343  -31559   -2841
   17549   30044    8941    9542
   17550   21992  -21464   11370
   17551    2877    9628   31188
   17552   31618    4331    7428
   17553   12185  -11806   28032
   17554    2562  -16725   28059
   17555    1786   -2566   32617
   17556   27091  -10447  -15184
   17557  -14547   -2686   29237
   17558   18136    9931  -25418
   17559   21795    3283   24245
   17560   14281   14657  -25590
   17561  -14152  -13858   26102
   17562   29639   10802    8859
   17563    3111   31940    6618
   17564  -31044  -10276   -2069
   17565  -32737    1038     911
   17566  -18435  -26929    2934
   17567   30205   -2426   12467
   17568   31836    6560    4130
   17569   24674    9394  -19406
   17570   31051   -6524   -8180
   17571  -15581   27519    8575
   17572  -32074   -6626     993
   17573   18030  -12522  -24326
   17574   11208  -21929   21613
   17575   -7212   22952   22244
   17576  -22466  -20859  -11568
   17577   19372  -14042  -22387
   17578   17262  -15092   23407
   17579   26875   14431  -11963
   17580  -20084  -21032  -15096
   17581   20323  -10107   23631
   17582   -6469  -25340   19740
   17583  -27620    8275  -15566
   17584    8858  -17662   26138
   17585   13106   17343  -24516
   17586   -4417   22544   23364
   17587   -3027  -24731   21280
   17588  -27560   17462   -3022
   17589  -18219   12153  -24372
   17590   15357   -9388  -27380
   17591     889  -24838  -21353
   17592  -29082    2391   14906
   17593    2584   32653    -853
   17594  -22906   23425     453
   17595   12878  -12265   27520
   17596   16092  -21610  -18646
   17597   18537   12670  -23864
   17598    5441   32086   -3807
   17599    -884  -27224  -18212
   17600  -25764   10522  -17296
   17601   19407  -21917  -14719
   17602   18792   12573  -23715
   17603    6242  -24185  -21208
   17604  -12303  -29193   -8367
   17605   -3299   -6734   31897
   17606  -10349   20335   23516
   17607  -25637   13462   15334
   17608   32191    1654    5883
   17609   27904    1437  -17115
   17610  -23422  -15496  -16879
   17611    8608    2373  -31526
   17612   20781   14568   20725
   17613   20245   21658   13953
   17614  -16866  -21558   18012
   17615    2374  -29813  -13385
   17616   18069  -19103   19550
   17617  -32584   -3404     564
   17618   20884   -3239  -25040
   17619  -12706  -17450   24651
   17620  -16756   20500  -19303
   17621   23046  -18885  -13634
   17622   -5714  -29208  -13706
   17623  -20973   -5329   24604
   17624   22068    9647  -22216
   17625   28945   -4758   14601
   17626   25916     995   20024
   17627   28655   -1179   15848
   17628  -20462   16986   19141
   17629   15466  -25814   12964
   17630    9200  -25615   18244
   17631   20679  -23831   -8834
   17632   11634  -14749   26847
   17633   28777  -15277    3483
   17634   13613  -18513   23358
   17635    9853   -8811   29982
   17636   25864    2217   19994
   17637    6212   31720   -5376
   17638    9961   30478    6745
   17639   31594   -8553    1511
   17640  -23955   21199    7097
   17641   21768  -12159  -21258
   17642     -35  -32745    1183
   17643  -24776   21442    -208
   17644   22756   -6406   22688
   17645  -32229   -3485    4771
   17646   16120   19054  -21229
   17647  -17562   13278  -24267
   17648   21506  -22471   10305
   17649   -9517   25092  -18800
   17650   -9647  -31109   -3576
   17651  -22623  -17425   16068
   17652  -14557  -27278   10846
   17653  -19005   23229  -13146
   17654  -27068    4681   17861
   17655  -29389  -10959   -9476
   17656  -11290   14989  -26861
   17657  -29156   -1385   14887
   17658   27914   -9649   14189
   17659    1290   17840  -27454
   17660   -9172  -27373   15499
   17661  -15468   -9500  -27278
   17662  -20146   -2983   25669
   17663   -4368   20192   25433
   17664  -13815  -29362    4544
   17665  -15052  -18161   22743
   17666   -5916   20974  -24468
   17667  -11268  -23921  -19351
   17668   10796   -9240  -29525
   17669   25605  -16095   12607
   17670   23885  -17878  -13546
   17671   28251    3420   16242
   17672   -3669  -32481    2276
   17673   11546  -28516  -11276
   17674    3256   17372   27591
   17675   14293   20150   21525
   17676   31512   -8852    1506
   17677    6779  -20402  -24727
   17678    4008   18544  -26715
   17679    -139  -30743   11334
   17680   25773   14806   13790
   17681    7762    4509   31513
   17682   -8414    9209   30299
   17683   30192  -10995   -6417
   17684   11878   22618  -20517
   17685   13144  -29126   -7251
   17686   -1353   20853   25238
   17687   32142    1267    6240
   17688  -17730  -26243    8401
   17689   10119    7738   30188
   17690  -19169  -20380  -17054
   17691   12917  -27651  -11925
   17692  -11994  -27083  -14010
   17693   -5753   17033   27393
   17694   -6736  -24888   20220
   17695   -5186   -8228   31290
   17696   21666  -12053  -21423
   17697   21022  -15222   20000
   17698  -14004   28259   -8886
   17699  -16198   28192    4055
   17700    1936  -29625  -13866
   17701   23649  -17578   14330
   17702  -13766  -27529  -11237
   17703  -10233   28886   11598
   17704   23833    5276   21858
   17705    6531   11494  -29981
   17706   11942   -2396   30418
   17707  -20164    9278  -24103
   17708    5731  -21782  -23797
   17709  -29270   10823    9989
   17710   -6058  -30216  -11132
   17711    5165    8198   31301
   17712  -20601  -23123   10704
   17713   16519    7671   27238
   17714  -23005    -797  -23318
   17715   10868  -16799  -25948
   17716   15601     184   28813
   17717  -20260  -20663   15369
   17718    9082    3884  -31242
   17719   18404   -8675  -25684
   17720   10119  -17582  -25732
   17721   12779  -26569  -14298
   17722    2091  -22451   23774
   17723   -6639  -19378  -25574
   17724    9927  -30847    4855
   17725   14173  -10399   27652
   17726   -9459   -1181   31349
   17727    2044   19160   26502
   17728   14367     423  -29446
   17729  -23556   22042   -5737
   17730  -28866   -9382  -12343
   17731  -30102   11924   -5031
   17732  -14375  -11317   27183
   17733   24626   16372  -14112
   17734  -29808   12688    4911
   17735   25435   -4810   20089
   17736    1886   29408   14327
   17737  -10299  -16628   26288
   17738    8147   12582  -29137
   17739   -9063   20847   23598
   17740    5283    2264  -32258
   17741     350   29489   14279
   17742  -27407   11466   13821
   17743   -7548  -23760  -21263
   17744   18540  -11962   24224
   17745   21781    9628  -22506
   17746  -11598   14500   26997
   17747   -3394   27528  -17444
   17748   24611  -17868   12193
   17749   22208   22280    9168
   17750   -1085  -23853  -22439
   17751   29170   -5727  -13782
   17752   24195    9896  -19757
   17753  -11776  -11583   28298
   17754  -29483  -14046    2669
   17755   13211    4418   29658
   17756   14878  -22571  -18515
   17757   -2726  -31239    9504
   17758    9253  -25223   18757
   17759  -29733  -12118   -6536
   17760   19938  -13746   22071
   17761  -22713   -8376  -22081
   17762  -17295  -19912  -19443
   17763  -30096    7959  -10224
   17764    6632   27557  -16440
   17765   31163    -529  -10111
   17766    -402    7585   31874
   17767    5016   31345    8122
   17768   29381  -13062    6308
   17769  -15351   28501    5065
   17770   23241  -22206   -6354
   17771  -15194   28878    2978
   17772  -25945    8363   18180
   17773  -32704    -555   -1939
   17774  -18009   -4658  -26974
   17775  -16242   -1125   28435
   17776   12243    5401  -29909
   17777  -25264  -18450    9744
   17778  -21686  -19240   15270
   17779  -14230   12670  -26657
   17780  -25836   -7482   18713
   17781  -14766    8974   27840
   17782   32451    1696    4210
   17783  -21416  -24617   -2998
   17784   -2529  -26405   19236
   17785    7541  -28565  -14169
   17786   -5635    1374   32249
   17787   -1041    7634   31848
   17788    4305   32396    2370
   17789   15019  -13417   25846
   17790  -16092  -22679  -17330
   17791   32318    5214   -1408
   17792  -14121   12683   26709
   17793   22590  -21171   10730
   17794  -24392   21469   -4210
   17795   14242  -18239   23198
   17796   18306  -26308   -6813
   17797  -28524   15992   -2057
   17798  -32550    1851   -3276
   17799   27060  -14435  -11535
   17800   18402  -12019   24301
   17801  -18413   10182   25118
   17802  -12825  -28343  -10288
   17803    6985   11831   29747
   17804   30301      19  -12469
   17805  -14063   -8728   28278
   17806    7402  -22976  -22157
   17807    7746  -11515   29682
   17808   17260   12665   24805
   17809  -31743    8110     469
   17810   -2682   -8350  -31571
   17811  -22758   14947   18228
   17812   12673   28778   -9210
   17813   -9911  -21300   22841
   17814  -32113    4814   -4386
   17815   22232  -23050    6932
   17816   -7440   30886   -8022
   17817  -23693  -17371   14509
   17818  -26787   14525  -12046
   17819    2905  -14073   29447
   17820  -22140   -7625   22920
   17821   27155    3170   18061
   17822  -14749   26144  -13138
   17823     377  -21839   24424
   17824  -13864  -28538   -8186
   17825  -25175    7576   19556
   17826   24119    7807   20760
   17827     632   -1958   32702
   17828    3980  -13002  -29812
   17829   -1881  -27796  -17248
   17830    6242  -31846   -4528
   17831   20555   11545   22756
   17832   14289  -28532   -7442
   17833  -20684   -5898  -24718
   17834  -12047   13709   27213
   17835  -17233  -18527  -20818
   17836  -21144   24314    5948
   17837   22353   12450   20469
   17838   27386    8869  -15652
   17839   -4289   -6456   31836
   17840   29968  -12679   -3849
   17841   24611  -11990  -18004
   17842  -21127   14156  -20661
   17843    5945  -29488   12991
   17844  -21287   -3994   24588
   17845   26586   -7493   17626
   17846   -3743  -28552  -15634
   17847    6851   -3683   31830
   17848    2774  -13178  -29871
   17849  -28225  -13140  -10213
   17850   21501   21967   11349
   17851  -14776   -3389  -29048
   17852  -14884    -158  -29190
   17853   10841   30627    4250
   17854    6290   30598    9892
   17855  -20505  -18873  -17233
   17856    2381  -31604    8317
   17857   24820   21301    1968
   17858  -11637  -30616     936
   17859   27891   11006   13213
   17860   -4956  -31314   -8277
   17861    -234   31902    7473
   17862   29627    6031  -12629
   17863  -14043  -12832  -26679
   17864  -30758   -3683   10676
   17865   10887     826  -30894
   17866   18391  -26041   -7566
   17867  -11768   12192  -28045
   17868   -3032   29639  -13636
   17869    7582  -25745  -18797
   17870  -29317    1587   14548
   17871    4218  -29586   13436
   17872  -29147    5037   14097
   17873   30067    9323   -9094
   17874  -31442   -8704    3045
   17875   28763   12631   -9316
   17876   -9692   12027   28897
   17877   15074   28867   -3618
   17878   13545   15482  -25504
   17879  -22016    4052   23927
   17880   -6039  -10525  -30436
   17881    2320   27191  -18135
   17882    7752   21229  -23725
   17883  -11253  -27922  -12938
   17884  -24718  -14253  -16108
   17885    4928  -28633   15150
   17886  -23723   20723    9023
   17887   10178     300   31144
   17888   24024   19338  -11069
   17889   27021   17789   -5197
   17890    2304  -32660   -1282
   17891    5048  -18078   26858
   17892  -32300    2834    4726
   17893  -17967   26955   -4925
   17894   -1796  -32581   -2987
   17895   10612    9310   29569
   17896  -21256   24336    5435
   17897   16412  -27453   -7114
   17898   31785   -6989    3806
   17899   -6470    3885   31885
   17900  -26407   -5553   18586
   17901   18215    3694  -26985
   17902   31766    1076   -7962
   17903   -7155  -26655   17661
   17904   11883   23332  -19699
   17905  -16770  -26452   -9628
   17906   -2070  -26964  -18501
   17907     543    3721  -32550
   17908  -10601   23513  -20209
   17909   -7802   31657   -3261
   17910  -25597   16626   11915
   17911   27698   17379   -2092
   17912  -14005   16864  -24354
   17913   11461  -23371   19901
   17914   10816   13582  -27788
   17915   13375   16871  -24701
   17916    5809  -21180   24316
   17917   12628  -27685   12152
   17918   20737  -25357     780
   17919  -15871  -27631    7634
   17920   10505  -22099   21793
   17921    1066   -6615  -32074
   17922     638   32729    1442
   17923  -31627    3926   -7611
   17924  -14908   -3903  -28916
   17925  -14092   26035   14044
   17926  -15700   22248   18226
   17927  -23020  -18497   14197
   17928   18171  -11083  -24912
   17929   18680   24313  -11558
   17930  -14744  -16744   23997
   17931   21862  -21538   11479
   17932  -27115   -6825  -17083
   17933     446  -10890  -30900
   17934  -28661    3560  -15475
   17935  -27016   -8857   16288
   17936  -14823   28868   -4533
   17937   13586    4323   29502
   17938    2897  -17993  -27230
   17939   -1750   -8144  -31690
   17940    7872  -30907    7510
   17941   15301  -22069  -18774
   17942   27788   -5016   16623
   17943   -2518   29567   13896
   17944   31986    3611   -6125
   17945   23035   16100  -16846
   17946  -24320   21874    1920
   17947   26393    3150   19160
   17948     -41  -27513   17795
   17949  -23843   20876   -8325
   17950  -32497    -105   -4194
   17951    6188   -4257   31894
   17952  -18938    6392   25964
   17953  -12390   26115   15430
   17954   24519   11724  -18302
   17955   14681   -7800  -28236
   17956    3984  -18190  -26961
   17957    6834   28010  -15568
   17958   -6676  -22524  -22841
   17959    7116   30720   -8903
   17960  -10241  -28775   11864
   17961   19766    1760  -26074
   17962   10179  -18071   25366
   17963   13402  -29823   -2146
   17964   16636  -28136    2285
   17965     477  -17885  -27450
   17966    6852  -21578  -23687
   17967   -8969    7274  -30664
   17968   21820  -19418  -14848
   17969   16950  -22240   17079
   17970  -13600   -7876   28751
   17971   -2794    7547  -31763
   17972  -14788   -6297  -28553
   17973   -7448  -29966   10963
   17974  -26425   18933    4115
   17975   10674   25720  -17267
   17976  -19459   -5724   25733
   17977   29060  -14927   -2515
   17978  -29564  -12333    6893
   17979   29725   -6501  -12156
   17980    2435   22252  -23928
   17981   -7267   15286   28056
   17982   12758    3221   30008
   17983    6040    3016   32063
   17984   15578   22375  -18174
   17985  -18518  -25609   -8653
   17986  -14294   25964   13969
   17987   10002    4685  -30849
   17988   29790  -12094    6317
   17989  -11625   28963   -9983
   17990   23650  -22390   -3604
   17991   -9510   21103  -23192
   17992    5659  -24346  -21186
   17993   29523   13134    5432
   17994  -25512   19866   -5300
   17995    1805  -30051  -12935
   17996  -22912   23237   -2950
   17997  -29356   13123   -6298
   17998   10720   17258   25707
   17999   31883   -5481   -5204
   18000  -23328   16737   15789
   18001    -954   28992  -15238
   18002   15274  -23652  -16760
   18003   24325   -1000  -21930
   18004  -27891   15697    7023
   18005  -31376    5687    7541
   18006   13133  -10783   28016
   18007    6241  -11531   30029
   18008  -24637   -8688   19778
   18009   -3067  -31776    7382
   18010    6569  -19560   25453
   18011  -14853   29180    1237
   18012   25260  -20731   -2403
   18013   20980  -18890  -16632
   18014  -28045   -1146   16906
   18015   10176   30519    6216
   18016   -3541   -2878  -32447
   18017  -24304   19548   10039
   18018    3276  -13135   29839
   18019  -32319    5397     -82
   18020  -30796    8846    6854
   18021   27168   11822   13991
   18022   -6063   14719  -28639
   18023   25134    2974  -20810
   18024  -18695   10510   24773
   18025  -15193  -22191   18719
   18026    4319   15114   28750
   18027   15662   25631  -13092
   18028   -7712  -21591   23409
   18029   25135   -2887   20821
   18030  -14709  -19708   21653
   18031  -20775  -24983   -4230
   18032   17443  -27610    2659
   18033     681  -18399   27104
   18034  -16401   27634    6404
   18035    1371   -5236  -32316
   18036  -22718   18302  -14919
   18037   20037  -10378  -23758
   18038   17569  -24039   13676
   18039  -10668    7552  -30046
   18040  -27040   18035   -4145
   18041   18624   24230   11819
   18042   30776   10723    3390
   18043  -24739   -4022  -21105
   18044   15610    9606  -27160
   18045   13123  -21910  -20527
   18046   18243   25823   -8600
   18047  -10732   12663   28251
   18048   -3860   29878   12886
   18049  -11085   21740  -21865
   18050  -22960  -15008   17923
   18051  -17070   27384   -5688
   18052    9165   28333   13671
   18053  -30863     298  -11000
   18054  -16480   28122    3346
   18055    2475   -2997   32535
   18056  -22715  -20920   10956
   18057   20296   -3466   25489
   18058  -22215   22222   -9288
   18059   12970  -29778   -4324
   18060   19627   21335   15272
   18061    2721    3995   32408
   18062    1575  -32693   -1530
   18063  -23260  -20267  -11038
   18064    7547  -31129    6903
   18065    9773  -25645   17901
   18066   13049   29106   -7494
   18067   12722   23134  -19407
   18068    1485   31879   -7426
   18069  -14791    6507  -28505
   18070   23434  -22468   -4435
   18071    1181  -30293   12434
   18072  -24651   21581     430
   18073   -5303  -29042   14215
   18074  -16281   25276  -13027
   18075   21877   20316   13500
   18076   -4523   17686   27210
   18077   -9503   28310   13486
   18078   10157  -19810  -24042
   18079  -30919     219   10843
   18080  -30841   -7483   -8154
   18081  -32605   -3248     160
   18082   13698   29021   -6618
   18083   -5882  -11340   30174
   18084  -20071   -6036  -25186
   18085   16460   28047    4011
   18086   30352   12157   -2147
   18087   15199   18521  -22351
   18088   32048   -6621    1651
   18089  -28901   -9942  -11813
   18090  -21989  -15817   18437
   18091  -15914     -18  -28642
   18092  -15586   27684    8017
   18093   31042   -5416    8981
   18094   -8265  -15866  -27451
   18095   18163   15121   22695
   18096   -4851  -22080   23719
   18097   22254  -17056   16955
   18098   15771   -1416   28686
   18099   15582  -27153    9674
   18100     418   -4101   32506
   18101   16915   23407   15480
   18102   14397    5037  -29000
   18103   -6140   -1435  -32154
   18104    1113  -24538   21686
   18105   22960   20726  -10812
   18106  -16910   23632  -15140
   18107   -1132  -20333  -25669
   18108  -23092  -10255  -20861
   18109    6405   31219   -7614
   18110  -21492  -11121   22091
   18111  -18483   20926   17150
   18112    5283   -5115   31931
   18113   21085   20925   13827
   18114   27339   14927  -10168
   18115   31070  -10109    2463
   18116  -23544  -16225   16002
   18117  -14250    8874   28139
   18118   21908    -808  -24352
   18119   15547  -22307  -18284
   18120  -16432  -26011  -11271
   18121   14814  -27233  -10607
   18122   -3917   21884   24070
   18123   22091   21284   11515
   18124   -3326    7787  -31654
   18125  -20711   25365    1142
   18126   14342   29450     805
   18127   30117  -10962   -6812
   18128  -17093    4619   27570
   18129    5725   -1525   32226
   18130   26801  -18506    3584
   18131   28956  -14617    4639
   18132  -14186  -23754  -17554
   18133   18382  -18810   19542
   18134   -6015  -27245  -17180
   18135  -26176   19115    4804
   18136   20121   24648    7826
   18137  -32603   -1220   -3032
   18138  -16887   22594   16672
   18139  -28946  -14735    4316
   18140   -3233  -27048   18209
   18141  -27709    8386   15347
   18142   11877   -1530   30499
   18143    4524  -27498   17235
   18144    9071   31179    4381
   18145  -13091   29318    6533
   18146    8102   31180    5981
   18147    8223   -9527   30253
   18148    7190  -31738   -3826
   18149    5994   29641   12614
   18150   -7197   26874  -17310
   18151   19765  -19195   17734
   18152  -14552   19116  -22281
   18153   16193   -6999  -27612
   18154   10669  -28387  -12408
   18155   19260  -23875  -11517
   18156  -24612   -4422  -21174
   18157  -11761   25657  -16644
   18158    3064   -5037   32232
   18159   31904    1598    7294
   18160    1833  -32696   -1113
   18161  -17427   22115  -16759
   18162   -8761   -5688   31057
   18163  -29502    2002   14117
   18164   24681   17189   13001
   18165   23773    7377  -21309
   18166  -32478    3883   -1940
   18167   24679   -8054   19993
   18168    5357  -19767  -25577
   18169  -21197  -15829   19333
   18170   14506  -16779   24118
   18171   19401    -985  -26387
   18172   11488   11497  -28451
   18173   -7308   13779  -28816
   18174    5517  -32164   -2947
   18175  -18649  -10373   24865
   18176  -29204  -11015   -9970
   18177    1333  -32475   -4149
   18178   -6316   21204  -24168
   18179   -7839   30185   10052
   18180   23888  -22293    2456
   18181   27631   -9205   15014
   18182  -22102   -1985  -24108
   18183   12001   16195   25833
   18184   32530    2800   -2755
   18185   12813   14982  -26172
   18186  -20420   24791   -6485
   18187   15038   16279   24134
   18188   10956   -7411   29978
   18189    9377   -1409  -31364
   18190    4052   14385   29159
   18191   15397    8491   27649
   18192   31496   -5361    7271
   18193    9772   31268    -644
   18194  -19241   26274   -3620
   18195  -25070  -19986   -6761
   18196  -22447   -7029  -22811
   18197   14679   16422   24258
   18198  -22938  -23379    -938
   18199   19098   12354   23585
   18200  -18756  -22320   14955
   18201  -32646     360    2789
   18202  -23435   21237    8569
   18203  -28215   -6966  -15133
   18204   -9233   30858    6016
   18205   13610   17668   24005
   18206   -9670  -14227   27887
   18207   14035    1631   29563
   18208  -12027  -11077  -28395
   18209    9852   11035   29237
   18210   32358   -5155    -220
   18211   13343    9706  -28308
   18212   14118  -18950  -22698
   18213  -16057  -25243  -13364
   18214   15517   19016  -21708
   18215   17256  -23202   15413
   18216    -468  -21314   24883
   18217   -9304   21370   23030
   18218   22517   20964   11273
   18219   -9318   24580   19561
   18220  -15318   12389  -26182
   18221   15687   28729    1485
   18222     541  -15393  -28920
   18223   16454   19504   20554
   18224   29989   -8486  -10112
   18225  -19791  -14741   21555
   18226   24097  -16601   14742
   18227   28604   11905  -10662
   18228   24736   10210  -18908
   18229  -21679   22214  -10495
   18230  -23620   22552   -2667
   18231  -17106  -27883    1883
   18232  -26490  -18165   -6474
   18233  -24377  -14382   16509
   18234   -7467    7537  -31001
   18235  -30601   -8350   -8214
   18236  -24843    5906  -20533
   18237   17784  -26210   -8389
   18238  -13396   27772  -11085
   18239   -8443   -2594  -31553
   18240   28780   -9898   12138
   18241   27886  -12978   11293
   18242  -14683  -19537   21825
   18243   30753   10514   -4168
   18244   20625   23856    8895
   18245   30773   -3098   10820
   18246  -17246   26208   -9451
   18247  -23297   19735  -11892
   18248  -11158  -28186   12436
   18249  -10381    1502  -31042
   18250  -15328   -2750   28829
   18251   29888   10563    8292
   18252    2747  -22232  -23913
   18253    5507   14747   28737
   18254  -28466  -16089   -2106
   18255    1660   16277   28389
   18256  -10533    -930   31013
   18257   25924   14209  -14131
   18258   26081  -19671    2543
   18259   -4753   -5544  -31942
   18260    6793  -22862  -22468
   18261   23956   20130   -9722
   18262   21676   16835   17899
   18263  -27301   13764  -11782
   18264  -15449  -28682    3504
   18265  -31192    6242   -7856
   18266  -13189  -25116   16397
   18267   -4529    6529   31788
   18268    8001  -31585   -3465
   18269    1951   17110  -27876
   18270   -9717   17134  -26184
   18271   20085   23559  -10732
   18272   -5441  -29302  -13617
   18273    1443  -18024   27326
   18274  -32546   -3781     312
   18275  -19799  -25587    5191
   18276   12468   -7418  -29379
   18277   -8378  -27746  -15284
   18278   -2285   26921   18538
   18279   27206   18090    2492
   18280  -14132   -6586   28819
   18281  -30453  -11839    2464
   18282  -25003  -20395   -5704
   18283    6350   10409   30413
   18284   32099   -1033    6496
   18285   -8938   12550   28917
   18286  -26031   10171   17104
   18287   -8049  -18935  -25501
   18288  -13210  -26474  -14081
   18289   -5224   26299  -18834
   18290   19247   25923   -5585
   18291   31830    7778     109
   18292   16428  -17429   22360
   18293  -16337   21702   18323
   18294   28732  -14767    5482
   18295  -30888  -10863    1243
   18296    -665  -29997  -13167
   18297  -30174   -2804   12461
   18298   20235   24370    8382
   18299   20849   17631   18114
   18300   16058  -15304   24116
   18301     585  -10499  -31033
   18302   -2344   31794    7570
   18303      14   26129  -19772
   18304   14403  -17169   23904
   18305   16894     895   28061
   18306   -6716   22598   22757
   18307  -11323   -5653  -30223
   18308   31071  -10249    1783
   18309  -28629  -13206   -8924
   18310  -16194   -4219  -28171
   18311  -27490    6764  -16497
   18312   -4042   14911  -28896
   18313  -26590   -7525  -17606
   18314   10995   11767   28536
   18315   25477   -4532   20100
   18316   11108    5818  -30272
   18317   10145   -5433   30679
   18318   -7542  -14917   28182
   18319   -9811    9586  -29757
   18320   -8423   29629  -11172
   18321   29295   -3756   14189
   18322  -10618    4255  -30705
   18323   15664   23329  -16852
   18324   27730  -11997  -12678
   18325   15067   19171   21888
   18326   28099  -16793    1430
   18327   19174   -8429  -25198
   18328   15647  -16434  -23637
   18329  -10124   30529   -6255
   18330   23944   -1372  -22326
   18331   -3927   14487   29126
   18332   -1359   21985  -24258
   18333  -27426   -1796  -17839
   18334   -7537    7414  -31014
   18335   13741  -15132   25609
   18336   26440   12845   14476
   18337    -215  -26409  -19394
   18338   29648    9247  -10447
   18339    2475   32058    6310
   18340   31147   -7012    7371
   18341   13934   -8344  -28458
   18342  -17764  -17574  -21195
   18343   24634   -2978  -21400
   18344   22551   -4399   23361
   18345   27056   17732    5212
   18346   25924    4449  -19540
   18347   29274    9193   11496
   18348   -9134  -17356  -26248
   18349    1951   -3711  -32497
   18350  -14779   28963    4043
   18351  -30743    6328   -9406
   18352   26560   18663   -4457
   18353   16463   24154  -14805
   18354   -6889  -32032     380
   18355  -26447  -11528  -15534
   18356     141   -4984  -32385
   18357   12922  -11442   27852
   18358  -31074  -10387    -360
   18359   25330   -9894  -18279
   18360  -20183    5437   25234
   18361   15155  -14997  -24880
   18362  -18572   26913    2096
   18363     817   24621  -21604
   18364   10384    5904   30511
   18365    1347  -14863   29170
   18366  -20004   25946    -546
   18367    -248   24456  -21805
   18368   13790  -26315   13820
   18369   -9652   26407   16827
   18370   -5705   32239   -1319
   18371    1199  -24205   22052
   18372   22390   -9184   22090
   18373   -6921  -31694    4608
   18374   14036   23075   18551
   18375  -18993  -26653   -1589
   18376  -14979   22763   18196
   18377   -5342   19278   25951
   18378   -5855  -12029   29911
   18379  -19721   10045  -24162
   18380   23249  -21552    8284
   18381  -26929    8998   16356
   18382   -1177  -25727  -20257
   18383   32495    2039   -3685
   18384   25907  -14719  -13631
   18385   31934    6026   -4192
   18386    5665  -30041   11792
   18387   12952   25374  -16187
   18388   -8133  -20316   24387
   18389   12926   30015    2372
   18390    1301   18482   27025
   18391   13550   29750   -2233
   18392  -30919   -6965   -8313
   18393  -17695   24489   12680
   18394   13724   24532   16836
   18395  -14618  -11978   26767
   18396  -15034   -4987  -28684
   18397    1800   26932   18576
   18398   13292  -20572  -21765
   18399   10816   21929   21812
   18400  -18874   11304  -24282
   18401  -10933   30884    -521
   18402  -16435  -17575   22240
   18403  -32357    -425    5148
   18404  -22396  -18864  -14703
   18405   30642   -7303   -9021
   18406  -25314   20682    2250
   18407   10996   11316   28717
   18408   12470  -26767  -14200
   18409  -20209   24110    9162
   18410    -120   12488  -30293
   18411    7714  -27019   16855
   18412  -10543   23299  -20485
   18413   14273   29488     631
   18414    2558   32105    6031
   18415   25385  -11697  -17100
   18416  -21391  -24803    -929
   18417  -16679    5969   27564
   18418     -97  -31504   -9008
   18419   -2089   15848  -28603
   18420  -31989    1264    6980
   18421  -13679  -20746  -21357
   18422   15618  -27490    8602
   18423   12094  -28971   -9383
   18424  -30029    3889   12521
   18425   -1370  -14881  -29160
   18426  -16840  -25716  -11345
   18427   16444  -27360    7393
   18428   -7657   -3723   31641
   18429   30447   11738   -2971
   18430    7663  -27452  -16165
   18431    2487   12154  -30327
   18432   30055  -12342    4244
   18433   13332    3096  -29771
   18434   11864  -10478   28689
   18435    9486   31218   -3019
   18436   22049    -797   24225
